Image Class,Image File,Brisque Score
lung_aca,lungaca2450.jpeg,45.01530350639459
lung_aca,lungaca1042.jpeg,50.8280676289705
lung_aca,lungaca3028.jpeg,51.10262286280235
lung_aca,lungaca1250.jpeg,48.86091101070198
lung_aca,lungaca4017.jpeg,41.84436528384239
lung_aca,lungaca3251.jpeg,53.792442328625015
lung_aca,lungaca360.jpeg,53.06948013790472
lung_aca,lungaca144.jpeg,44.06832917379322
lung_aca,lungaca394.jpeg,44.31581910395889
lung_aca,lungaca3807.jpeg,44.08715228818991
lung_aca,lungaca3508.jpeg,52.991300228266795
lung_aca,lungaca3364.jpeg,50.8307328451925
lung_aca,lungaca615.jpeg,41.63835623070483
lung_aca,lungaca1226.jpeg,51.077660455184485
lung_aca,lungaca3631.jpeg,50.96073979471586
lung_aca,lungaca1827.jpeg,53.54654515540469
lung_aca,lungaca2175.jpeg,52.11383883029745
lung_aca,lungaca377.jpeg,50.08269526045237
lung_aca,lungaca1419.jpeg,49.53493702608293
lung_aca,lungaca3250.jpeg,53.38648501803695
lung_aca,lungaca4775.jpeg,48.923527543381596
lung_aca,lungaca2538.jpeg,40.4011820490866
lung_aca,lungaca3177.jpeg,49.39826853752024
lung_aca,lungaca843.jpeg,48.725611387214116
lung_aca,lungaca2082.jpeg,38.402944720543104
lung_aca,lungaca1979.jpeg,40.41842894534986
lung_aca,lungaca4234.jpeg,46.16644148050338
lung_aca,lungaca3619.jpeg,49.598184247158855
lung_aca,lungaca4287.jpeg,51.14977910551224
lung_aca,lungaca2662.jpeg,46.36642254192813
lung_aca,lungaca3272.jpeg,49.576436549047315
lung_aca,lungaca3511.jpeg,43.367211362931556
lung_aca,lungaca329.jpeg,48.566719494206694
lung_aca,lungaca3748.jpeg,44.32979960562156
lung_aca,lungaca3679.jpeg,50.39974471875561
lung_aca,lungaca439.jpeg,45.8559433855913
lung_aca,lungaca3772.jpeg,51.95801832880076
lung_aca,lungaca2528.jpeg,46.45118432072715
lung_aca,lungaca4891.jpeg,46.682126532353976
lung_aca,lungaca3043.jpeg,50.41268733890806
lung_aca,lungaca3306.jpeg,48.563355920981024
lung_aca,lungaca4352.jpeg,50.00211955680217
lung_aca,lungaca1313.jpeg,49.289151325760685
lung_aca,lungaca4814.jpeg,45.40669275947002
lung_aca,lungaca2235.jpeg,46.663604236757664
lung_aca,lungaca4917.jpeg,48.84899716727293
lung_aca,lungaca3723.jpeg,51.8980990453218
lung_aca,lungaca1245.jpeg,46.35427255341776
lung_aca,lungaca3032.jpeg,49.79823674357178
lung_aca,lungaca1841.jpeg,46.83149983172845
lung_aca,lungaca4527.jpeg,51.14843959821198
lung_aca,lungaca143.jpeg,48.250656485779785
lung_aca,lungaca224.jpeg,47.387984409371
