Image Class,Image File,Brisque Score
lung_n,lungn1933.jpeg,50.1436875915542
lung_n,lungn2793.jpeg,43.87044802264401
lung_n,lungn2701.jpeg,45.60338610878554
lung_n,lungn4921.jpeg,46.68069014323507
lung_n,lungn4135.jpeg,51.93171927234684
lung_n,lungn4351.jpeg,57.65371473750278
lung_n,lungn294.jpeg,50.83289568571624
lung_n,lungn3380.jpeg,48.98301793429104
lung_n,lungn409.jpeg,48.992582016694854
lung_n,lungn1360.jpeg,43.04603957777621
lung_n,lungn4030.jpeg,49.657161604837455
lung_n,lungn281.jpeg,55.694924337695596
lung_n,lungn164.jpeg,53.26938877031213
lung_n,lungn155.jpeg,46.604684073634274
lung_n,lungn824.jpeg,46.422427647069384
lung_n,lungn2902.jpeg,51.93106828513382
lung_n,lungn2214.jpeg,48.779948709159356
lung_n,lungn729.jpeg,40.051130734275915
lung_n,lungn4729.jpeg,44.79686490882645
lung_n,lungn375.jpeg,43.32249253393567
lung_n,lungn708.jpeg,51.580110211032064
lung_n,lungn3209.jpeg,44.62984737555777
lung_n,lungn4158.jpeg,52.506905517774925
lung_n,lungn3408.jpeg,49.72015653491266
lung_n,lungn2676.jpeg,51.01169729792011
lung_n,lungn4985.jpeg,48.830119185283564
lung_n,lungn1972.jpeg,50.60793985155007
lung_n,lungn4379.jpeg,46.50425396986677
lung_n,lungn637.jpeg,47.25526555301471
lung_n,lungn71.jpeg,48.25835318876872
lung_n,lungn1107.jpeg,50.003204483506664
lung_n,lungn2418.jpeg,45.51368061711864
lung_n,lungn1316.jpeg,51.101075929454026
lung_n,lungn4982.jpeg,52.00146611797899
lung_n,lungn3271.jpeg,51.108696453504734
lung_n,lungn4796.jpeg,44.48806087382215
lung_n,lungn2935.jpeg,51.582940353508974
lung_n,lungn3295.jpeg,47.85799373022266
lung_n,lungn1521.jpeg,42.662286149003734
lung_n,lungn3848.jpeg,50.413790221863195
lung_n,lungn3187.jpeg,49.610570446497235
lung_n,lungn3023.jpeg,48.27131901198172
lung_n,lungn3018.jpeg,46.172039395800965
lung_n,lungn2169.jpeg,48.55704308089432
lung_n,lungn4952.jpeg,51.574763155613795
lung_n,lungn3038.jpeg,42.84129429399056
lung_n,lungn2498.jpeg,50.98452582981972
lung_n,lungn1504.jpeg,45.278069345738885
lung_n,lungn4675.jpeg,49.75853740724685
lung_n,lungn2184.jpeg,45.346999086656496
lung_n,lungn4798.jpeg,50.13497739255328
lung_n,lungn3523.jpeg,49.76408626061024
lung_n,lungn1263.jpeg,49.978423030571975
lung_n,lungn225.jpeg,52.5154699565862
lung_n,lungn411.jpeg,51.317835405022464
lung_n,lungn51.jpeg,49.14531187925499
lung_n,lungn3274.jpeg,46.375100910086275
lung_n,lungn1154.jpeg,43.77310472387066
lung_n,lungn2917.jpeg,48.06199927880479
lung_n,lungn4417.jpeg,44.45383560151353
lung_n,lungn3108.jpeg,51.115590442331126
lung_n,lungn3180.jpeg,47.27993470136548
lung_n,lungn3859.jpeg,49.657884950484316
lung_n,lungn357.jpeg,44.42830022522591
lung_n,lungn4313.jpeg,53.254208661183014
lung_n,lungn4998.jpeg,42.32332409282512
lung_n,lungn3628.jpeg,49.75286005694815
lung_n,lungn1651.jpeg,49.56736001029262
lung_n,lungn4231.jpeg,49.64755101631235
lung_n,lungn1161.jpeg,52.23064763915747
lung_n,lungn3115.jpeg,48.277472750893224
lung_n,lungn455.jpeg,44.3060341493327
lung_n,lungn3140.jpeg,47.97058406272728
lung_n,lungn3822.jpeg,47.89250391187633
lung_n,lungn2507.jpeg,50.21754593289299
lung_n,lungn1486.jpeg,51.73602786005583
lung_n,lungn1737.jpeg,49.93444014806332
lung_n,lungn1506.jpeg,46.04216444960977
lung_n,lungn257.jpeg,42.953622503819105
lung_n,lungn13.jpeg,46.20044159767494
lung_n,lungn1338.jpeg,46.55777693617776
lung_n,lungn2409.jpeg,46.15850883864593
lung_n,lungn423.jpeg,44.93216409674537
lung_n,lungn1732.jpeg,48.073868016130376
lung_n,lungn843.jpeg,47.628894552956325
lung_n,lungn3851.jpeg,44.4039427871073
lung_n,lungn1483.jpeg,48.85182088823112
lung_n,lungn603.jpeg,51.9795743602717
lung_n,lungn3067.jpeg,51.08822707709291
lung_n,lungn3983.jpeg,55.868461676479996
lung_n,lungn1587.jpeg,42.61583838094188
lung_n,lungn3138.jpeg,52.95468501046045
lung_n,lungn1847.jpeg,49.098904831267845
lung_n,lungn4375.jpeg,47.45101719725116
lung_n,lungn845.jpeg,45.763783962657584
lung_n,lungn3224.jpeg,50.24652288068725
lung_n,lungn1879.jpeg,50.37512875753984
lung_n,lungn4371.jpeg,47.20585137775251
lung_n,lungn1235.jpeg,49.184987220172815
lung_n,lungn4843.jpeg,39.65725190645523
lung_n,lungn3920.jpeg,48.319311830225246
lung_n,lungn224.jpeg,46.544445203993945
lung_n,lungn813.jpeg,50.33248693429752
lung_n,lungn951.jpeg,46.61173280720547
lung_n,lungn1575.jpeg,47.82946418109847
lung_n,lungn4038.jpeg,55.32461320430829
lung_n,lungn4570.jpeg,50.02275225851619
lung_n,lungn2080.jpeg,50.906454185947695
lung_n,lungn1890.jpeg,50.154932148115535
lung_n,lungn2071.jpeg,43.95288084044077
lung_n,lungn2003.jpeg,48.44843531568503
lung_n,lungn33.jpeg,47.56801807905808
lung_n,lungn4316.jpeg,47.685904459264606
lung_n,lungn3914.jpeg,40.09150008238336
lung_n,lungn2553.jpeg,50.41772988492093
lung_n,lungn4307.jpeg,49.3006182766554
